Name,DOB,Cons,Cons Party,Cons Electoral District,I,I Party,I Electoral District,II,II Party,II Electoral District,III,III Party,III Electoral District,IV,IV Party,IV Electoral District,V,V Party,V Electoral District,VI,VI Party,VI Electoral District,VII,VII Party,VII Electoral District,VIII,VIII Party,VIII Electoral District,IX,IX Party,IX Electoral District,X,X Party,X Electoral District,XI,XI Party,XI Electoral District,XII,XII Party,XII Electoral District,XIII,XIII Party,XIII Electoral District,XIV,XIV Party,XIV Electoral District,XV,XV Party,XV Electoral District
Carlos Manuel dos Santos Batista da Silva,1964-10-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,0,,
Hélder António Guerra de Sousa Silva,1965-07-21,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,
António Manuel Pimenta Prôa,1969-10-26,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,1,PSD,LISBOA
Mónica Sofia do Amaral Pinto Ferro,1972-11-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,
Ricardo Augustus Guerreiro Baptista Leite,1980-05-31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA,1,PSD,LISBOA
Maria da Conceição Vaz Barroso Carloto Caldeira,1952-07-13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,
André Tiago Pardal da Silva,1982-03-30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,
Hermínia Maria da Fonseca Bexiga Azenha,1967-10-06,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LISBOA,0,,,0,,,0,,
David Jorge Ribas da Costa,1973-08-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,LISBOA,0,,,0,,,0,,
Beatriz Gebalina Pereira Gomes Dias,1971-03-26,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,BE,LISBOA,0,,
António Manuel Soares Serrano,1965-01-16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,SANTARÉM,0,,,0,,,0,,
Isabel de Lima Mayer Alves Moreira,1976-04-02,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA
Pedro Filipe Mota Delgado Simões Alves,1980-12-12,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA,1,PS,LISBOA
Paulo Miguel de Barros Pacheco Seara de Sá,1965-07-12,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,FARO,1,PCP,FARO,0,,,0,,
Maria Celeste Vilela Fernandes Cardoso,1965-08-11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,0,,,0,,
Bruno Miguel Martins Inácio,1983-01-16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,FARO,0,,,0,,,0,,
Rui Jorge de Figueiredo Caetano,1969-12-30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,LISBOA,0,,,0,,,0,,
Ricardo Augusto Pereira dos Santos,1984-11-04,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,0,,,0,,,0,,
Júlia Maria de Almeida Lima E Sequeira Rodrigues,1971-11-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGANÇA,0,,,0,,
Ivo Dinis de Oliveira,1981-08-26,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VILA REAL,0,,,0,,,0,,
Maria de Lurdes Monteiro Ribeiro,1968-02-10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,PORTO,1,PCP,PORTO,0,,,0,,
Mariana Rodrigues Mortágua,1986-06-24,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,BE,LISBOA,1,BE,LISBOA,1,BE,LISBOA,1,BE,LISBOA
Sandra Maria Sias Cardoso,1975-04-02,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,PORTALEGRE,0,,,0,,,0,,
Diana Jorge Martins Ferreira,1981-03-17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,PORTO,1,PCP,PORTO,1,PCP,PORTO,1,PCP,PORTO
Maria Eugénia Fernandes da Fonseca Neves Taveira,1950-03-16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,BE,FARO,0,,,0,,,0,,
Abel Augusto de Almeida Carneiro,,1,Independente desde 1975-12-12  PPD até 1975-12-12,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Abílio de Freitas Lourenço,,1,PPD,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Adelino Augusto Miranda de Andrade,,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Adriano Lopes da Fonseca,,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Afonso do Carmo,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Afonso Manuel dos Reis Domingos Dias,,1,UDP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Alfredo António de Sousa,,1,PPD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Alfredo Joaquim da Silva Morgado,,1,Independente desde 1975-12-12  PPD até 1975-12-12,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Álvaro Neto Orfão,,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Álvaro Ribeiro Monteiro,,1,MDP/CDE,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Amarino Peralta Sabino,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Américo dos Reis Duarte,,1,UDP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Amilcar de Pinho,,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Alberto Correia Mota  Prego de Faria,,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Branco Marcos dos Santos,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Cândido Jácome de Castro Varela,,1,PPD,PONTA DELGADA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Monteiro Coutinho de Freitas,,1,PPD,AVEIRO,1,PPD,AVEIRO,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António dos Santos Pires,,1,PPD,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Feliciano dos Santos,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Francisco de Almeida,,1,CDS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Joaquim da Silva Amado Leite de Castro,,1,PPD,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Joaquim Mendes Dias,,0,,,1,PSD,PORTALEGRE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José de Sousa Pereira,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Gomes Teles Grilo,,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Malaquias Abalada,,1,PCP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Manuel Attaouguia Rocha Fontes,,0,,,0,,,0,,,1,ASDI,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Maria Lopes Ruano,,1,PPD,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Mário Diogo Teles,,1,PS,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Pais Pereira,,1,CDS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Pedreira de Castro Norton de Matos,,1,CDS,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Pereira Rodrigues,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Rodrigues Canelas,,1,PCP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Armando Assunção Soares,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Armando Rodrigues,,1,PPD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Artur Beleza Vasconcelos Oliveira,,0,,,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Artur Filomeno de Magalhães Barros,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Artur Manuel Carraca da Costa Pina,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Artur Morgado Ferreira dos Santos Silva,,1,Independente desde 1975-12-12  PPD até 1975-12-12,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Augusto Lopes Laranjeira,,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Avelino António Pacheco Gonçalves,,1,PCP,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Alberto Branco de Seiça Neves,,1,Independente desde 1975-12-12  PPD até 1975-12-12,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Alberto Leitão Marques,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos António da Silva Branco,,1,PPD,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Francisco Cerejeira Pereira Bacelar,,1,PPD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Jorge Santos Ferreira,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Casimiro Paulo dos Santos,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Custódio Costa de Matos,,1,Independente desde 1975-12-12  PPD até 1975-12-12,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Dalia Maria Félix Ferreira,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Dário Joaquim Mendonça Abreu Lima,,0,,,0,,,0,,,1,CDS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Diamantino de Oliveira Ferreira,,1,PPD,ADIM-MACAU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Domingos do Carmo Pires Pereira,,1,PS,PORTALEGRE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Domingos José Barreto Cerqueira,,1,CDS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Eduardo Bastos Albarran,,1,PPD,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Emanuel Nascimento dos Santos Rodrigues,,1,PPD,FUNCHAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Emídio Pedro Águedo Serrano,,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Eugénio Augusto Marques da Mota,,1,PPD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Eugénio de Jesus Domingues,,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Alberto Matos Ribeiro da Silva ,,1,PPD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Alves de Almeida Miranda,,0,,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Alves Tomé dos Santos,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Augusto da Silva  Blanqui Teixeira ,,1,PCP,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Barbosa Gonçalves,,1,PPD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando dos Santos Pais,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando José Capelo Mendes,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Flórido Adolfo da Silva Marques,,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Augusto Ramos,,0,,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Carlos Ferreira,,1,PS,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Luis de Sá Malheiro,,1,CDS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Xavier Sampaio Tinoco de Faria,,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Gilianes Santos Coelho,,1,PS,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Helena Tâmega Cidade Moura,,0,,,1,MDP/CDE,PORTO,1,MDP/CDE,PORTO,1,MDP/CDE,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Herculano Henriques Cordeiro de Carvalho,,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Hilário Manuel Marcelino Teixeira,,1,PCP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Hipólito Fialho dos Santos,,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ilidio Ribeiro Covelo Sardoeira,,1,MDP/CDE,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Isaias Caetano Nora,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João António Honrado,,1,PCP,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João de Jesus Santos Bioucas,,1,PPD,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João do Nascimento Gama Guerra,,0,,,0,,,0,,,1,PS,PORTALEGRE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Francisco de Oliveira Moz Carrapa,,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Pedro Miller de Lemos Guerra,,1,PS,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Antero Romero Magalhães,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Coelho dos Santos,,1,Independente desde 1975-12-12  PPD até 1975-12-12,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Diogo Velez,,1,PCP,PORTALEGRE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Gonçalves da Cruz,,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Jorge de Magalhães Saraiva da Mota,,0,,,1,Independente desde 1979-04-18  PPD até 1979-04-18,LISBOA,1,ASDI,SANTARÉM,1,ASDI,LISBOA,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Laranjeira Penderlico,,1,PS,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jorge Henrique das Dores Ramos,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jorge Manuel Vassalo Oliveira,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Alfredo Pimenta de Sousa Monteiro ,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José António de Carvalho Fernandes,,1,CDS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Carlos,,1,PCP,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Carlos Rodrigues,,1,PPD,FUNCHAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Casimiro Crespo dos Santos Cobra,,1,Independente desde 1975-06-02  PPD até 1975-06-02,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Fernando Silva Lopes,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Francisco Lopes,,1,Independente desde 1975-12-12  PPD até 1975-12-12,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Afonso Gomes de Almeida,,1,PPD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Burney,,1,PPD,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Cipriano Mouzinho de Albuquerque Duarte,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel da Costa Bettencourt,,1,Independente desde 1975-12-12  PPD até 1975-12-12,ANGRA DO HEROISMO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Galvão Teles,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Ladeiras Nunes,,0,,,1,PS,EUROPA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Marques Figueiredo,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Nogueira Ramos,,1,PPD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Rodrigues Alves,,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Nuno Borregana Meireles,,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Pinheiro Lopes de Almeida,,1,PCP,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Júlio da Cunha Rodrigues,,0,,,0,,,0,,,1,PSD,EUROPA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Júlio Pereira dos Reis,,1,PS,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ladislau Teles Botas,,1,PS,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Laura da Conceição Barraché Cardoso,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Leonel Ramos Ramirez,,1,PCP,SETÚBAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luis Augusto Pestana Mourão,,0,,,0,,,0,,,0,,,1,PRD,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís da Silva Lopes Roseira,,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luis Eugénio Filipe,,1,PPD,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luis Fernando Argel de Melo E Silva Biscaia,,1,Independente desde 1975-12-12  PPD até 1975-12-12,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Amadeu Pinto de Araújo Pimenta,,1,PS,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Cardoso Vilhena de Carvalho,,0,,,1,Independente desde 1979-04-18  PPD até 1979-04-18,GUARDA,1,ASDI,LISBOA,1,ASDI,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Coelho Moreira,,1,PPD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel de Brito de Figueiredo Canijo ,,1,PS,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
